name,mle,cilow,cihigh,areacutoff,nmutations
wtru,7.980882803719201,7.145629421305216,8.913769042764951,2.37,6919
wall,2.544025448194036,2.3299257523402472,2.7777990240925625,2.37,6919
wmis,2.0677593519123674,1.890543468883765,2.261587108571228,2.4200000000000004,6920
wnon,7.823581428589116,6.923336263600361,8.840885960078172,2.4200000000000004,6920
wspl,8.337674030298373,7.119344616939175,9.76449546635366,2.4200000000000004,6920
wtru,7.981686473611535,7.146349954860466,8.914665439761166,2.4200000000000004,6920
wall,2.5442820329804947,2.3301635976298254,2.7780757840058468,2.4200000000000004,6920
wmis,2.0683776849146995,1.8911130432541488,2.262258336546274,2.47,6921
wnon,7.813585588250073,6.914561272925216,8.829500142542095,2.47,6921
wspl,8.338718653322859,7.120243188014706,9.765709814001786,2.47,6921
wtru,7.974949205644139,7.140344745248703,8.907107023778424,2.47,6921
wall,2.5445078834704793,2.3303730076905818,2.778319328140399,2.47,6921
