name,mle,cilow,cihigh,areacutoff,nmutations
wall,1.368201958999701,1.2502048854632726,1.4973358546082989,1.9800000000000002,3501
wmis,1.2925129947642857,1.1791430166537287,1.4167830517925495,2.03,3501
wnon,1.9945766354534091,1.6852969820053016,2.360614180868524,2.03,3501
wspl,2.679998263556764,2.1216780756198856,3.3852405674545167,2.03,3501
wtru,2.1782722800611345,1.882879793556232,2.520006928918709,2.03,3501
wall,1.368201958999701,1.2502048854632726,1.4973358546082989,2.03,3501
wmis,1.2929854590440115,1.1795819271213488,1.4172914647642498,2.08,3504
wnon,1.9943064903065866,1.6850851678597336,2.360271429087816,2.08,3504
wspl,2.680349568826055,2.1219677308167744,3.385665911300496,2.08,3504
wtru,2.1781244185542077,1.8827640218581276,2.519819758410275,2.08,3504
wall,1.3686174002387042,1.250591231472015,1.4977824416947103,2.08,3504
wmis,1.2929854590440115,1.1795819271213488,1.4172914647642498,2.13,3505
wnon,1.9943064903065866,1.6850851678597336,2.360271429087816,2.13,3505
wspl,2.680349568826055,2.1219677308167744,3.385665911300496,2.13,3505
wtru,2.1781244185542077,1.8827640218581276,2.519819758410275,2.13,3505
wall,1.3686174002387042,1.250591231472015,1.4977824416947103,2.13,3505
wmis,1.2929854590440115,1.1795819271213488,1.4172914647642498,2.1799999999999997,3507
wnon,1.9943064903065866,1.6850851678597336,2.360271429087816,2.1799999999999997,3507
wspl,2.680349568826055,2.1219677308167744,3.385665911300496,2.1799999999999997,3507
wtru,2.1781244185542077,1.8827640218581276,2.519819758410275,2.1799999999999997,3507
wall,1.3686174002387042,1.250591231472015,1.4977824416947103,2.1799999999999997,3507
wmis,1.2929854590440115,1.1795819271213488,1.4172914647642498,2.23,3509
wnon,1.9943064903065866,1.6850851678597336,2.360271429087816,2.23,3509
wspl,2.680349568826055,2.1219677308167744,3.385665911300496,2.23,3509
wtru,2.1781244185542077,1.8827640218581276,2.519819758410275,2.23,3509
wall,1.3686174002387042,1.250591231472015,1.4977824416947103,2.23,3509
wmis,1.2929854590440115,1.1795819271213488,1.4172914647642498,2.28,3511
wnon,1.9943064903065866,1.6850851678597336,2.360271429087816,2.28,3511
wspl,2.680349568826055,2.1219677308167744,3.385665911300496,2.28,3511
wtru,2.1781244185542077,1.8827640218581276,2.519819758410275,2.28,3511
wall,1.3686174002387042,1.250591231472015,1.4977824416947103,2.28,3511
wmis,1.2929854590440115,1.1795819271213488,1.4172914647642498,2.33,3512
wnon,1.9943064903065866,1.6850851678597336,2.360271429087816,2.33,3512
wspl,2.680349568826055,2.1219677308167744,3.385665911300496,2.33,3512
wtru,2.1781244185542077,1.8827640218581276,2.519819758410275,2.33,3512
wall,1.3686174002387042,1.250591231472015,1.4977824416947103,2.33,3512
wmis,1.2929854590440115,1.1795819271213488,1.4172914647642498,2.38,3512
wnon,1.9943064903065866,1.6850851678597336,2.360271429087816,2.38,3512
wspl,2.680349568826055,2.1219677308167744,3.385665911300496,2.38,3512
wtru,2.1781244185542077,1.8827640218581276,2.519819758410275,2.38,3512
wall,1.3686174002387042,1.250591231472015,1.4977824416947103,2.38,3512
wmis,1.2929854590440115,1.1795819271213488,1.4172914647642498,2.43,3512
wnon,1.9943064903065866,1.6850851678597336,2.360271429087816,2.43,3512
wspl,2.680349568826055,2.1219677308167744,3.385665911300496,2.43,3512
wtru,2.1781244185542077,1.8827640218581276,2.519819758410275,2.43,3512
wall,1.3686174002387042,1.250591231472015,1.4977824416947103,2.43,3512
wmis,1.2929854590440115,1.1795819271213488,1.4172914647642498,2.48,3512
wnon,1.9943064903065866,1.6850851678597336,2.360271429087816,2.48,3512
wspl,2.680349568826055,2.1219677308167744,3.385665911300496,2.48,3512
wtru,2.1781244185542077,1.8827640218581276,2.519819758410275,2.48,3512
wall,1.3686174002387042,1.250591231472015,1.4977824416947103,2.48,3512
