Cancer_Type_Code	Sample	Aberrant_Cell_Fraction(Purity)	Ploidy
READ	TCGA.AH.6547.01A.11D.1825.01	0.23	2.00001665947533
READ	TCGA.AH.6549.01A.11D.1825.01	0.37	3.34986342006811
READ	TCGA.AH.6643.01A.11D.1825.01	0.63	3.11605545828273
READ	TCGA.AH.6644.01A.21D.1825.01	0.56	3.43128438446293
READ	TCGA.AH.6897.01A.11D.1923.01	0.75	3.28444832425114
READ	TCGA.AH.6903.01A.11D.1923.01	0.6	2.01077812522039
READ	TCGA.BM.6198.01A.11D.1732.01	0.62	1.60297082870339
READ	TCGA.CI.6619.01B.11D.1825.01	0.3	4.2591586853897
READ	TCGA.CI.6620.01A.11D.1825.01	0.42	3.7006847599675
READ	TCGA.CI.6621.01A.11D.1825.01	0.56	1.9989149128404
READ	TCGA.CI.6622.01A.11D.1825.01	0.64	2.02078935925992
READ	TCGA.CI.6623.01B.11D.1825.01	0.47	3.69581852722464
READ	TCGA.CI.6624.01C.11D.1825.01	0.32	2.93067659127143
READ	TCGA.CL.4957.01A.01D.1732.01	0.63	2.96968697401177
READ	TCGA.CL.5917.01A.11D.1656.01	0.72	2.64046797576824
READ	TCGA.CL.5918.01A.11D.1656.01	0.71	2.17467515411403
READ	TCGA.DC.4745.01A.01D.1732.01	0.73	2.56981125369771
READ	TCGA.DC.4749.01A.01D.1732.01	0.66	3.24137858268958
READ	TCGA.DC.5337.01A.01D.1656.01	0.73	2.04001605973422
READ	TCGA.DC.5869.01A.01D.1656.01	0.55	4.805255731276
READ	TCGA.DC.6154.01A.31D.1923.01	0.8	2.54140296105514
READ	TCGA.DC.6155.01A.11D.1656.01	0.65	2.83890398422459
READ	TCGA.DC.6156.01A.11D.1656.01	0.41	3.86591232562388
READ	TCGA.DC.6157.01A.11D.1656.01	0.71	3.41506471928506
READ	TCGA.DC.6158.01A.11D.1656.01	0.53	2.93200879398171
READ	TCGA.DC.6160.01A.11D.1656.01	0.66	1.87946814069704
READ	TCGA.DC.6681.01A.11D.1825.01	0.57	1.9872399525316
READ	TCGA.DC.6682.01A.11D.1825.01	0.47	3.30717018264894
READ	TCGA.DC.6683.01A.11D.1825.01	0.61	3.17164479555214
READ	TCGA.DT.5265.01A.21D.1825.01	0.64	1.89933345439219
READ	TCGA.DY.A0XA.01A.11D.A151.01	0.59	4.09403274253281
READ	TCGA.DY.A1DC.01A.31D.A151.01	0.71	2.14947214452428
READ	TCGA.DY.A1DD.01A.21D.A151.01	0.81	2.25418305542552
READ	TCGA.DY.A1DE.01A.11D.A151.01	0.67	3.22105013558036
READ	TCGA.DY.A1DF.01A.11D.A151.01	0.82	3.46798243202795
READ	TCGA.DY.A1DG.01A.11D.A151.01	0.84	2.96713807428682
READ	TCGA.DY.A1H8.01A.21D.A151.01	0.8	2.16863220709727
READ	TCGA.EF.5830.01A.01D.1656.01	0.81	2.02577220833007
READ	TCGA.EF.5831.01A.01D.1656.01	0.61	3.08640825599172
READ	TCGA.EI.6506.01A.11D.1732.01	0.3	4.19122134500829
READ	TCGA.EI.6507.01A.11D.1732.01	0.59	1.99964792975477
READ	TCGA.EI.6508.01A.11D.1732.01	0.62	3.93121913485123
READ	TCGA.EI.6509.01A.11D.1732.01	0.65	4.07559514587314
READ	TCGA.EI.6510.01A.11D.1732.01	0.85	2.25329899260153
READ	TCGA.EI.6511.01A.11D.1732.01	0.62	2.1183722359848
READ	TCGA.EI.6512.01A.11D.1732.01	0.6	3.46265028929179
READ	TCGA.EI.6513.01A.21D.1732.01	0.79	1.96522556651934
READ	TCGA.EI.6514.01A.11D.1732.01	0.66	3.74057420768924
READ	TCGA.EI.6881.01A.11D.1923.01	0.56	3.66199035194252
READ	TCGA.EI.6882.01A.11D.1923.01	0.73	1.98424346823621
READ	TCGA.EI.6883.01A.31D.1923.01	0.75	2.10800615512082
READ	TCGA.EI.6884.01A.11D.1923.01	0.27	4.32751584454932
READ	TCGA.EI.6885.01A.11D.1923.01	0.51	3.88764683245066
READ	TCGA.EI.6917.01A.11D.1923.01	0.55	1.95315300006608
READ	TCGA.EI.7002.01A.11D.1923.01	0.72	2.98964169355784
READ	TCGA.EI.7004.01A.11D.1923.01	0.5	1.95623111579057
READ	TCGA.F5.6464.01A.11D.1732.01	0.33	5.11816954570166
READ	TCGA.F5.6465.01A.11D.1732.01	0.55	2.29262701600476
READ	TCGA.F5.6571.01A.12D.1825.01	0.54	4.00830641439779
READ	TCGA.F5.6702.01A.11D.1825.01	0.51	1.78029983723693
READ	TCGA.F5.6810.01A.11D.1825.01	0.62	3.49540004120444
READ	TCGA.F5.6811.01A.11D.1825.01	0.55	3.35428817671483
READ	TCGA.F5.6812.01A.11D.1825.01	0.51	2.0783928270963
READ	TCGA.F5.6813.01A.11D.1825.01	0.62	2.02087987574253
READ	TCGA.F5.6814.01A.31D.1923.01	0.67	1.95972571839822
READ	TCGA.F5.6861.01A.11D.1923.01	0.51	2.06702606708104
READ	TCGA.F5.6863.01A.11D.1923.01	0.69	2.33250979993636
READ	TCGA.F5.6864.01A.11D.1923.01	0.47	4.24958504023541
READ	TCGA.G5.6233.01A.11D.1732.01	0.62	1.65900164206895
READ	TCGA.G5.6235.01A.11D.1732.01	0.2	4.6185518806604
READ	TCGA.G5.6572.01A.11D.1825.01	0.67	2.18214915006133
READ	TCGA.G5.6572.02A.12D.1825.01	0.25	2.25826018435375
READ	TCGA.G5.6641.01A.11D.1825.01	0.5	5.17748060975901
SARC	TCGA.DX.A1KU.01A.32D.A24M.01	0.37	3.6765285207441
SARC	TCGA.DX.A1KW.01A.22D.A24M.01	0.63	3.47145593263352
SARC	TCGA.DX.A1KX.01A.22D.A24M.01	0.52	3.93169448521388
SARC	TCGA.DX.A1KY.01A.11D.A24M.01	0.75	2.42733331223133
SARC	TCGA.DX.A1KZ.01A.11D.A24M.01	0.4	4.56688473919869
SARC	TCGA.DX.A1L0.01A.11D.A24M.01	0.7	2.93227256900771
SARC	TCGA.DX.A1L1.01A.11D.A24M.01	0.31	5.15054168284024
SARC	TCGA.DX.A1L2.01A.22D.A24M.01	0.46	3.22369010710377
SARC	TCGA.DX.A1L3.01A.11D.A24M.01	0.56	2.20133586779485
SARC	TCGA.DX.A1L4.01A.12D.A26F.01	1	1.98444782446688
SARC	TCGA.DX.A23T.01A.11D.A26F.01	1	2.12180575384959
SARC	TCGA.DX.A23U.01A.11D.A26F.01	1	2.02987154989208
SARC	TCGA.DX.A23V.01A.11D.A29M.01	0.43	2.06766523561774
SARC	TCGA.DX.A23Y.01A.11D.A27O.01	0.47	3.58541896081525
SARC	TCGA.DX.A23Z.01A.11D.A27O.01	1	2.07767869092064
SARC	TCGA.DX.A240.01A.32D.A27O.01	1	2.16467058386463
SARC	TCGA.DX.A2IZ.01A.11D.A21P.01	0.84	2.0451449568714
SARC	TCGA.DX.A2J0.01A.11D.A21P.01	0.8	1.9124905526892
SARC	TCGA.DX.A2J1.01A.11D.A21P.01	1	2.01008509104681
SARC	TCGA.DX.A2J4.01A.32D.A21P.01	1	2.01751688298995
SARC	TCGA.DX.A3LS.01A.11D.A21P.01	0.26	4.03495990897263
SARC	TCGA.DX.A3LT.01A.12D.A21P.01	0.58	3.11551180407124
SARC	TCGA.DX.A3LU.01A.11D.A21P.01	0.52	2.16251207117816
SARC	TCGA.DX.A3LW.01A.21D.A21P.01	0.69	3.96907668189898
SARC	TCGA.DX.A3LY.01B.11D.A27O.01	0.56	3.814712760103
SARC	TCGA.DX.A3M1.01A.11D.A227.01	0.72	3.7315764250654
SARC	TCGA.DX.A3M2.01A.21D.A227.01	0.23	3.55798913469019
SARC	TCGA.DX.A3U5.01A.11D.A227.01	0.56	2.13106897744696
SARC	TCGA.DX.A3U6.01A.11D.A29M.01	1	2.02591214792281
SARC	TCGA.DX.A3U7.01A.11D.A29M.01	0.7	3.14548830865787
SARC	TCGA.DX.A3U8.01A.11D.A29M.01	0.26	4.45272457389227
SARC	TCGA.DX.A3U9.01A.11D.A306.01	0.71	5.26270993021346
SARC	TCGA.DX.A3UA.01A.12D.A306.01	0.67	3.64458175554219
SARC	TCGA.DX.A3UB.01A.11D.A306.01	0.51	3.83288047326237
SARC	TCGA.DX.A3UC.01A.11D.A306.01	0.74	3.86740779119236
SARC	TCGA.DX.A3UD.01A.11D.A306.01	0.78	3.56216955236545
SARC	TCGA.DX.A3UE.01A.11D.A306.01	0.84	1.90334061352405
SARC	TCGA.DX.A3UF.01A.11D.A306.01	0.71	3.27669333848666
SARC	TCGA.DX.A48J.01A.21D.A306.01	0.71	3.623098251477
SARC	TCGA.DX.A48K.01A.11D.A306.01	0.47	3.8155240765514
SARC	TCGA.DX.A48L.01A.11D.A306.01	0.77	3.52765722796326
SARC	TCGA.DX.A48N.01A.11D.A306.01	0.63	4.52221568800579
SARC	TCGA.DX.A48O.01A.11D.A306.01	0.86	1.81986553582148
SARC	TCGA.DX.A48P.01A.11D.A306.01	0.67	3.76653633403803
SARC	TCGA.DX.A48R.01A.11D.A306.01	0.78	3.51780536957102
SARC	TCGA.DX.A48U.01A.11D.A306.01	0.88	1.81224438117546
SARC	TCGA.DX.A48V.01A.11D.A306.01	0.82	1.73419973711348
SARC	TCGA.DX.A6B7.01A.11D.A306.01	0.7	5.33405080140406
SARC	TCGA.DX.A6B8.01A.11D.A306.01	0.76	2.71284117911324
SARC	TCGA.DX.A6B9.01A.12D.A32H.01	0.79	1.88333369428863
SARC	TCGA.DX.A6BA.01A.11D.A306.01	0.77	3.48032043945475
SARC	TCGA.DX.A6BB.01A.12D.A32H.01	0.69	4.1631517950307
SARC	TCGA.DX.A6BE.01A.41D.A32H.01	0.37	2.13579527059708
SARC	TCGA.DX.A6BF.01A.11D.A306.01	0.5	3.88828322440813
SARC	TCGA.DX.A6BG.01A.11D.A306.01	0.93	2.04824306396628
SARC	TCGA.DX.A6BH.01A.12D.A306.01	0.59	2.13638890323455
SARC	TCGA.DX.A6BK.01A.11D.A306.01	0.21	3.805587254835
SARC	TCGA.FX.A2QS.01A.11D.A21P.01	0.46	4.87336077704235
SARC	TCGA.FX.A3NJ.01A.11D.A21P.01	0.82	1.92503125039913
SARC	TCGA.FX.A3NK.01A.11D.A21P.01	0.61	2.13441864261927
SARC	TCGA.FX.A3RE.01A.11D.A227.01	0.67	3.84941833441898
SARC	TCGA.FX.A3TO.01A.11D.A227.01	0.7	4.32713101066929
SARC	TCGA.FX.A48G.01A.11D.A24M.01	0.69	3.41461102624034
SARC	TCGA.HB.A2OT.01A.11D.A21P.01	0.43	1.97351421081011
SARC	TCGA.HB.A3L4.01A.11D.A21P.01	0.87	1.87509169652878
SARC	TCGA.HB.A3YV.01A.11D.A24M.01	0.72	3.71055438846675
SARC	TCGA.HB.A43Z.01A.11D.A24M.01	0.74	3.07485546516865
SARC	TCGA.HB.A5W3.01A.11D.A29M.01	0.64	3.41146016414026
SARC	TCGA.HS.A5N7.01A.21D.A26F.01	0.63	3.50947396596025
SARC	TCGA.HS.A5N8.01A.11D.A26F.01	0.62	2.86995891218069
SARC	TCGA.HS.A5N9.01A.11D.A26F.01	0.78	3.32354089373643
SARC	TCGA.HS.A5NA.01A.11D.A26F.01	0.78	1.90760321794425
SARC	TCGA.IE.A3OV.01A.11D.A227.01	0.7	3.18026052087516
SARC	TCGA.IE.A4EH.01A.11D.A24M.01	0.82	1.84097697827105
SARC	TCGA.IE.A4EI.01A.11D.A24M.01	0.75	2.41930122386059
SARC	TCGA.IE.A4EJ.01A.11D.A24M.01	0.47	3.01020448395332
SARC	TCGA.IE.A4EK.01A.11D.A24M.01	0.85	1.89483817263326
SARC	TCGA.IE.A6BZ.01A.11D.A306.01	0.79	2.79580925345004
SARC	TCGA.IF.A4AJ.01A.11D.A24M.01	0.63	2.78643996452642
SARC	TCGA.IF.A4AK.01A.21D.A24M.01	0.61	3.68990830069464
SARC	TCGA.IS.A3K6.01A.11D.A21P.01	0.8	1.91175198261639
SARC	TCGA.IS.A3K7.01A.11D.A21P.01	0.69	1.63496868296297
SARC	TCGA.IS.A3K8.01A.11D.A21P.01	0.62	3.8409953036939
SARC	TCGA.IS.A3KA.01A.11D.A21P.01	0.56	3.51916422744182
SARC	TCGA.IW.A3M4.01A.11D.A21P.01	0.83	1.83585141302893
SARC	TCGA.IW.A3M5.01A.22D.A21P.01	0.76	3.15095428251249
SARC	TCGA.IW.A3M6.01A.11D.A21P.01	0.53	3.43423200096403
SARC	TCGA.JV.A5VE.01A.11D.A29M.01	0.76	1.88498020576673
SARC	TCGA.JV.A5VF.01A.11D.A29M.01	0.74	2.87733517253941
SARC	TCGA.JV.A75J.01A.11D.A32H.01	0.89	2.06911794186621
SARC	TCGA.K1.A3PN.01A.11D.A227.01	0.86	1.97154339487899
SARC	TCGA.K1.A3PN.02A.11D.A227.01	0.71	3.79009227683383
SARC	TCGA.K1.A3PO.01A.11D.A21P.01	0.4	1.9274007831064
SARC	TCGA.K1.A42W.01A.11D.A24M.01	0.63	2.83930547757996
SARC	TCGA.K1.A42X.01A.11D.A24M.01	0.75	3.8456810587874
SARC	TCGA.K1.A42X.02A.11D.A24M.01	0.83	1.91419426169926
SARC	TCGA.K1.A6RU.01A.11D.A32H.01	0.5	3.6097051439462
SARC	TCGA.K1.A6RV.01A.11D.A32H.01	0.62	2.86375159167404
SARC	TCGA.KD.A5QS.01A.11D.A27O.01	0.76	2.97761133110874
SARC	TCGA.KD.A5QT.01A.11D.A27O.01	0.86	1.90241212543252
SARC	TCGA.KD.A5QU.01A.11D.A27O.01	0.69	3.22199750441059
SARC	TCGA.KF.A41W.01A.11D.A24M.01	0.53	2.54332935171873
SARC	TCGA.LI.A67I.01A.31D.A306.01	0.71	2.45288728143462
SARC	TCGA.MB.A5Y8.01A.11D.A29M.01	0.68	1.71545116358106
SARC	TCGA.MB.A5Y9.01A.11D.A29M.01	1	2.03638929195564
SARC	TCGA.MB.A5YA.01A.11D.A29M.01	0.63	3.89013187085353
SARC	TCGA.MJ.A68H.01A.11D.A306.01	0.7	3.19855706731039
SARC	TCGA.MJ.A68J.01A.11D.A306.01	0.64	2.04097620082886
SARC	TCGA.MO.A47P.01A.11D.A24M.01	0.27	2.00031597471536
SARC	TCGA.MO.A47R.01A.11D.A24M.01	0.82	2.96139721908932
SARC	TCGA.N1.A6IA.01A.12D.A32H.01	0.61	3.28120916693183
SARC	TCGA.PC.A5DK.01A.11D.A27O.01	0.64	3.77256984068544
SARC	TCGA.PC.A5DL.01A.11D.A26F.01	0.74	3.11253253456702
SARC	TCGA.PC.A5DM.01A.11D.A27O.01	0.73	2.97661453916837
SARC	TCGA.PC.A5DN.01A.12D.A27O.01	0.31	2.33138917256273
SARC	TCGA.PC.A5DO.01A.11D.A26F.01	0.72	3.40907397195766
SARC	TCGA.PC.A5DP.01A.11D.A26F.01	0.7	3.95796147996115
SARC	TCGA.QC.A6FX.01A.11D.A32H.01	0.45	4.40311099042247
SARC	TCGA.QQ.A5V2.01A.11D.A32H.01	0.27	1.95147872279577
SARC	TCGA.QQ.A5V9.01A.11D.A32H.01	0.41	3.54792903285637
SARC	TCGA.QQ.A5VA.01A.12D.A32H.01	0.32	2.59545851596283
SARC	TCGA.QQ.A5VC.01A.31D.A32H.01	0.75	2.45221090673637
SARC	TCGA.QQ.A5VD.01A.21D.A32H.01	0.43	1.84383574423707
SARC	TCGA.RN.A68Q.01A.11D.A306.01	0.43	2.00000888505351
SARC	TCGA.SG.A6Z7.01A.12D.A32H.01	0.81	3.58595983844752
SARC	TCGA.UE.A6QT.01A.12D.A32H.01	0.74	3.08144984081871
SARC	TCGA.UE.A6QU.01A.12D.A32H.01	0.37	2.79402280237919
SKCM	TCGA.BF.A1PU.01A.11D.A192.01	0.8	1.7836478364617
SKCM	TCGA.BF.A1PV.01A.11D.A192.01	0.7	4.23532175277672
SKCM	TCGA.BF.A1PX.01A.12D.A192.01	0.29	1.78168257368902
SKCM	TCGA.BF.A1PZ.01A.11D.A192.01	0.78	2.14058320380591
SKCM	TCGA.BF.A1Q0.01A.21D.A192.01	0.37	5.34042860387488
SKCM	TCGA.BF.A3DJ.01A.11D.A20B.01	0.75	1.8946177122431
SKCM	TCGA.BF.A3DL.01A.11D.A20B.01	0.5	3.70338859281299
SKCM	TCGA.BF.A3DM.01A.11D.A20B.01	0.72	3.72175733030797
SKCM	TCGA.BF.A3DN.01A.11D.A20B.01	0.71	2.55836064098997
SKCM	TCGA.BF.A5EO.01A.12D.A27J.01	0.55	1.86606670342858
SKCM	TCGA.BF.A5EP.01A.12D.A27J.01	0.69	3.1468199560523
SKCM	TCGA.BF.A5EQ.01A.21D.A27J.01	0.5	3.67890527255735
SKCM	TCGA.BF.A5ER.01A.12D.A27J.01	0.61	4.08907654862317
SKCM	TCGA.BF.A5ES.01A.11D.A27J.01	0.66	2.06602372198223
SKCM	TCGA.D3.A1Q1.06A.21D.A194.01	0.79	3.21689748369732
SKCM	TCGA.D3.A1Q3.06A.11D.A194.01	0.58	2.36934278925153
SKCM	TCGA.D3.A1Q4.06A.11D.A194.01	0.51	1.80165783992132
SKCM	TCGA.D3.A1Q5.06A.11D.A194.01	0.8	2.81842060399483
SKCM	TCGA.D3.A1Q6.06A.11D.A194.01	0.46	3.33240706650518
SKCM	TCGA.D3.A1Q7.06A.11D.A192.01	0.24	4.00296205471305
SKCM	TCGA.D3.A1Q8.06A.11D.A192.01	0.51	1.72555235878735
SKCM	TCGA.D3.A1Q9.06A.11D.A192.01	0.62	3.36349531341193
SKCM	TCGA.D3.A1QA.06A.11D.A194.01	0.76	2.05912059072278
SKCM	TCGA.D3.A1QB.06A.11D.A192.01	0.43	2.17320079054763
SKCM	TCGA.D3.A2J6.06A.11D.A192.01	0.69	1.78089791240115
SKCM	TCGA.D3.A2J7.06A.11D.A194.01	0.44	1.76348987131666
SKCM	TCGA.D3.A2J8.06A.11D.A194.01	0.23	2.13975245130296
SKCM	TCGA.D3.A2J9.06A.11D.A194.01	0.26	2.20857996298265
SKCM	TCGA.D3.A2JA.06A.11D.A194.01	0.48	2.56614006065159
SKCM	TCGA.D3.A2JB.06A.11D.A194.01	1	2.00671710045164
SKCM	TCGA.D3.A2JC.06A.11D.A192.01	0.42	3.30977739053753
SKCM	TCGA.D3.A2JD.06A.11D.A192.01	0.35	3.23654233700231
SKCM	TCGA.D3.A2JF.06A.11D.A194.01	0.61	3.32861759118425
SKCM	TCGA.D3.A2JG.06A.11D.A194.01	0.73	1.95807809628843
SKCM	TCGA.D3.A2JH.06A.11D.A194.01	1	1.96385060448906
SKCM	TCGA.D3.A2JK.06A.11D.A194.01	0.64	1.85404467071714
SKCM	TCGA.D3.A2JL.06A.11D.A194.01	0.39	3.55312567852655
SKCM	TCGA.D3.A2JN.06A.11D.A194.01	0.32	3.68998271301777
SKCM	TCGA.D3.A2JO.06A.11D.A194.01	0.35	3.62304160926089
SKCM	TCGA.D3.A2JP.06A.11D.A192.01	0.55	3.24976940509569
SKCM	TCGA.D3.A3BZ.06A.12D.A194.01	1	1.97931837201386
SKCM	TCGA.D3.A3C1.06A.12D.A194.01	0.48	3.23897295445244
SKCM	TCGA.D3.A3C3.06A.12D.A192.01	0.53	3.13874177646649
SKCM	TCGA.D3.A3C6.06A.12D.A194.01	0.83	1.57583976250252
SKCM	TCGA.D3.A3C7.06A.11D.A194.01	0.74	1.8631596249841
SKCM	TCGA.D3.A3C8.06A.12D.A192.01	0.42	1.99390707455726
SKCM	TCGA.D3.A3CB.06A.11D.A194.01	0.26	2.5744253730473
SKCM	TCGA.D3.A3CC.06A.11D.A192.01	0.57	3.3983363847939
SKCM	TCGA.D3.A3CE.06A.11D.A192.01	0.53	3.56730733455614
SKCM	TCGA.D3.A3CF.06A.11D.A194.01	0.43	1.76470934491056
SKCM	TCGA.D3.A3ML.06A.11D.A219.01	0.84	2.18049930668817
SKCM	TCGA.D3.A3MO.06A.11D.A219.01	0.7	3.98039290817242
SKCM	TCGA.D3.A3MR.06A.11D.A219.01	0.26	2.63381640258622
SKCM	TCGA.D3.A3MU.06A.11D.A219.01	0.82	2.31375178603458
SKCM	TCGA.D3.A3MV.06A.11D.A219.01	0.69	2.50863488371964
SKCM	TCGA.D3.A51E.06A.11D.A25P.01	0.72	2.084364693685
SKCM	TCGA.D3.A51F.06A.11D.A25P.01	0.36	1.94832286285309
SKCM	TCGA.D3.A51G.06A.11D.A25P.01	0.6	3.69791595516824
SKCM	TCGA.D3.A51H.06A.12D.A25P.01	1	1.95593513244561
SKCM	TCGA.D3.A51J.06A.11D.A25P.01	0.53	1.96156992231687
SKCM	TCGA.D3.A51K.06A.11D.A25P.01	0.73	2.22810597869697
SKCM	TCGA.D3.A51N.06A.11D.A25P.01	0.66	1.82063464826572
SKCM	TCGA.D3.A51R.06A.11D.A25P.01	0.86	2.12597950773472
SKCM	TCGA.D3.A51T.06A.11D.A25P.01	0.78	1.88922837197499
SKCM	TCGA.D3.A5GL.06A.11D.A27J.01	0.75	1.81136753745744
SKCM	TCGA.D3.A5GN.06A.11D.A27J.01	0.49	4.10621526152322
SKCM	TCGA.D3.A5GO.06A.12D.A27J.01	0.58	4.23280395073904
SKCM	TCGA.D3.A5GR.06A.11D.A27J.01	0.45	1.93188829044351
SKCM	TCGA.D3.A5GS.06A.11D.A27J.01	0.59	4.10517293368362
SKCM	TCGA.D3.A5GT.01A.12D.A30W.01	0.65	4.09549488915063
SKCM	TCGA.D3.A5GU.06A.11D.A27J.01	0.66	3.27097247465955
SKCM	TCGA.D9.A148.06A.11D.A192.01	0.6	3.77693962106357
SKCM	TCGA.D9.A149.06A.11D.A194.01	0.51	3.85574393720044
SKCM	TCGA.D9.A1JW.06A.11D.A192.01	0.56	2.13068692014614
SKCM	TCGA.D9.A1JX.06A.11D.A192.01	0.72	1.92638566574318
SKCM	TCGA.D9.A1X3.01A.11D.A191.01	0.8	3.54846824454111
SKCM	TCGA.D9.A3Z1.06A.11D.A238.01	0.42	1.99923366413498
SKCM	TCGA.D9.A3Z3.06A.11D.A238.01	0.59	1.76301729753323
SKCM	TCGA.D9.A3Z4.01A.11D.A238.01	0.57	3.93930731012224
SKCM	TCGA.D9.A4Z2.01A.11D.A24Q.01	0.79	1.93035284213426
SKCM	TCGA.D9.A4Z3.01A.11D.A25P.01	0.76	2.09797881692181
SKCM	TCGA.D9.A4Z5.01A.11D.A25P.01	0.69	3.37232094812406
SKCM	TCGA.D9.A4Z6.01A.12D.A25P.01	0.73	1.65340572430679
SKCM	TCGA.D9.A6E9.06A.12D.A30W.01	0.28	4.76730266990305
SKCM	TCGA.D9.A6EA.06A.11D.A30W.01	0.76	4.70739464131317
SKCM	TCGA.D9.A6EC.06A.11D.A30W.01	0.81	3.29465391883615
SKCM	TCGA.D9.A6EG.06A.12D.A32M.01	0.84	2.03819851097609
SKCM	TCGA.DA.A1HV.06A.21D.A194.01	0.49	3.13010717040477
SKCM	TCGA.DA.A1HW.06A.11D.A192.01	0.47	3.30898662077537
SKCM	TCGA.DA.A1HY.06A.11D.A192.01	0.71	1.96233681349773
SKCM	TCGA.DA.A1I0.06A.11D.A20B.01	0.33	4.3618421381437
SKCM	TCGA.DA.A1I1.06A.12D.A194.01	0.55	3.03641872369538
SKCM	TCGA.DA.A1I2.06A.21D.A192.01	0.71	2.87215629697625
SKCM	TCGA.DA.A1I4.06A.11D.A194.01	0.49	1.97442770537385
SKCM	TCGA.DA.A1I5.06A.11D.A191.01	0.56	1.70463971941001
SKCM	TCGA.DA.A1I7.06A.22D.A191.01	0.54	3.13932652405045
SKCM	TCGA.DA.A1I8.06A.11D.A191.01	0.6	4.43967243028981
SKCM	TCGA.DA.A1IA.06A.11D.A194.01	0.76	3.42841284623249
SKCM	TCGA.DA.A1IB.06A.11D.A194.01	1	1.99984229030024
SKCM	TCGA.DA.A1IC.06A.11D.A191.01	0.74	2.13315363312615
SKCM	TCGA.DA.A3F2.06A.11D.A20B.01	0.33	1.95310690885101
SKCM	TCGA.DA.A3F3.06A.11D.A20B.01	0.89	2.40251513652162
SKCM	TCGA.DA.A3F5.06A.11D.A20B.01	0.41	4.35763562062376
SKCM	TCGA.DA.A3F8.06A.11D.A20B.01	0.25	3.91515218153053
SKCM	TCGA.EB.A1NK.01A.11D.A194.01	0.62	2.08736784177052
SKCM	TCGA.EB.A24C.01A.11D.A191.01	0.55	5.07329447233055
SKCM	TCGA.EB.A24D.01A.11D.A191.01	0.65	3.52099843567527
SKCM	TCGA.EB.A299.01A.21D.A191.01	0.66	1.97143899550028
SKCM	TCGA.EB.A3HV.01A.11D.A219.01	0.73	1.8457488073204
SKCM	TCGA.EB.A3XB.01A.11D.A238.01	0.56	1.65757892287607
SKCM	TCGA.EB.A3XC.01A.11D.A238.01	0.57	3.57190201785118
SKCM	TCGA.EB.A3XD.01A.22D.A238.01	0.23	2.04865566363853
SKCM	TCGA.EB.A3XE.01A.12D.A238.01	0.42	3.90942132201822
SKCM	TCGA.EB.A3XF.01A.31D.A238.01	0.7	1.92903230105671
SKCM	TCGA.EB.A3Y6.01A.21D.A238.01	0.37	5.60478393493476
SKCM	TCGA.EB.A3Y7.01A.11D.A238.01	0.55	1.86892769065798
SKCM	TCGA.EB.A41A.01A.11D.A24Q.01	0.79	2.01789894029077
SKCM	TCGA.EB.A41B.01A.11D.A24Q.01	0.77	1.90340391953029
SKCM	TCGA.EB.A42Y.01A.12D.A24Q.01	0.81	2.0490571569939
SKCM	TCGA.EB.A42Z.01A.12D.A24Q.01	0.81	1.85394360323349
SKCM	TCGA.EB.A430.01A.11D.A24Q.01	0.63	1.94814294051956
SKCM	TCGA.EB.A431.01A.11D.A25P.01	0.59	2.69440358245357
SKCM	TCGA.EB.A44N.01A.11D.A25P.01	1	1.95829078225677
SKCM	TCGA.EB.A44O.01A.11D.A25P.01	0.76	1.73192738467895
SKCM	TCGA.EB.A44P.01A.11D.A25P.01	0.74	1.89401852644719
SKCM	TCGA.EB.A44Q.06A.11D.A25P.01	0.59	2.23263457940656
SKCM	TCGA.EB.A44R.06A.41D.A25P.01	0.49	3.95067184887412
SKCM	TCGA.EB.A4IQ.01A.12D.A25P.01	0.43	3.37788243630388
SKCM	TCGA.EB.A4IS.01A.21D.A25P.01	0.41	2.75221584904738
SKCM	TCGA.EB.A4OY.01A.11D.A25P.01	0.53	3.01856143209293
SKCM	TCGA.EB.A4OZ.01A.12D.A25P.01	0.27	1.85246257587697
SKCM	TCGA.EB.A4P0.01A.41D.A25P.01	0.71	3.33305067756863
SKCM	TCGA.EB.A4XL.01A.11D.A27J.01	0.63	3.67800954810063
SKCM	TCGA.EB.A51B.01A.11D.A27J.01	0.65	3.5136077371046
SKCM	TCGA.EB.A550.01A.61D.A27J.01	0.47	1.86853619298781
SKCM	TCGA.EB.A551.01A.21D.A27J.01	0.29	3.63324498258252
SKCM	TCGA.EB.A553.01A.12D.A27J.01	0.54	2.63042120151468
SKCM	TCGA.EB.A5FP.01A.11D.A27J.01	0.67	3.71888357081415
SKCM	TCGA.EB.A5KH.06A.11D.A27J.01	0.85	2.19920956342734
SKCM	TCGA.EB.A5SE.01A.11D.A30W.01	0.82	1.95069517213958
SKCM	TCGA.EB.A5SF.01A.11D.A30W.01	0.6	1.6931530111724
SKCM	TCGA.EB.A5SG.06A.11D.A30W.01	1	2.03191511219879
SKCM	TCGA.EB.A5SH.06A.11D.A30W.01	0.71	3.35242453674164
SKCM	TCGA.EB.A5UL.06A.11D.A30W.01	0.44	2.78441028511581
SKCM	TCGA.EB.A5UM.01A.11D.A30W.01	0.69	1.98561121116051
SKCM	TCGA.EB.A5UN.06A.11D.A30W.01	0.42	1.89622979413887
SKCM	TCGA.EB.A5VU.01A.21D.A32M.01	0.61	3.43158425501881
